"","BLUSH","DAISY","EAGLE","ELBOW","FENCE","FILMS","FLAGS","FOGGY","HUMAN","HUMOR","IMAGE","INTRO","IVORY","JUROR","KAYAK","LAKES","LASSO","LILAC","MAGIC","NURSE","ORBIT","PATCH","POETS","RADIO","RELIC","REMIX","RODEO","SCOPE","SHAWL","TANGO","TOPAZ","VENUE","VIDEO","VISTA","WALTZ","XEROX"
"GPC5",-0.390614341,0.123303749,0.054930258,-0.591256992,-0.10401298,0.340345144,0.076342554,0.26910521,0.253946803,0.230843379,0.200373193,-0.786079095,-0.015265108,-0.013749043,0.110011367,0.408120829,-0.005432863,-0.004531829,0.086944725,0.371564024,0.068981219,0.474165203,0.017162142,-0.462608115,-0.324133726,-0.274404442,-0.176378632,0.31721983,-0.083768358,-0.050067361,-0.204643752,-0.154585956,-0.228416209,-0.058966643,-0.130731319,-0.259599416
"GPI",0.371082566,0.03775348,-0.811693047,0.566311309,-0.782400828,-0.642601541,-0.582240679,0.524174104,-0.606861143,-0.46950546,-1.109917522,0.404009469,-0.099424206,0.317677513,-0.656239377,-0.53188689,0.131068469,-0.6686356,-0.493282807,0.023544073,0.28177332,-1.0731373,-0.065810096,0.378448829,1.302762006,0.178671336,-0.287932735,-0.252025462,-0.275561819,0.214279495,0.956846127,0.584259379,0.193117258,-1.761697947,-0.106962721,-0.471951803
"GPNMB",-0.194454275,0.082067273,0.237964456,-0.792999629,0.323841624,0.237289321,0.498866518,0.026055537,0.385221684,0.642589894,0.454532533,-0.731349626,-0.126644437,-0.56380289,0.577452477,0.463218174,0.01375184,0.011575935,0.7309932,-0.160456141,-0.370456929,0.548243272,0.214351053,-0.33612422,-0.092889822,-0.114215024,0.426914948,0.357393876,0.406531008,0.098509182,-0.746785657,-0.265748239,-0.042675677,0.453780806,-0.07208347,0.266518867
"GPT",1.093146517,-0.038490549,-0.299500173,0.610722427,-0.100247734,-0.459374214,-0.155002701,-0.037948008,-0.053963807,-0.125191707,-0.088073939,0.897797445,-0.062520342,0.263541362,-0.087328696,-0.497160716,0.060781157,-0.124271951,0.139116943,0.039580318,-0.04603455,-0.438313984,-0.261912853,0.754098065,0.355150494,0.383106444,0.171988695,0.22294376,0.472151636,0.196014763,0.808269114,0.069476968,0.010886586,-0.345981857,-0.143204853,0.159459544
"GRAP2",0.082503178,-0.199580145,0.048288391,-0.736003706,-0.140794562,0.259937183,0.194142945,-0.117515106,-0.058284355,0.061990194,0.08954378,0.134324038,0.013296823,-0.285380291,0.074271376,0.233384462,-0.081103845,0.337584095,0.157267138,-0.442034388,-0.362213063,-0.188094992,-0.046752686,0.270904622,-0.086471866,-0.017459209,0.327905058,-0.035132588,0.092419329,-0.182934062,-0.28958005,-0.115635295,-0.012587684,0.067856061,0.211441982,-0.019172309
"GREM1",0.669252996,0.003292886,-0.434849607,1.311366591,-0.116514009,-0.562774176,-0.041896085,-0.010753978,-0.27772464,-0.535723889,-0.687700606,0.616105709,0.228939074,0.889706297,-0.588799458,-0.546975174,-0.020895822,0.137255842,-0.425038115,-0.45917209,0.164949406,-0.40465449,-0.143198497,0.71879227,0.526562775,0.122244025,-0.098002115,-0.144421222,0.049117767,0.063703262,0.835053386,0.54270205,0.59137734,-0.249044248,0.529064175,0.178396122
"GRN",-0.318027841,0.069118246,0.216045233,-0.77551303,-0.05153238,0.498981559,0.388773919,0.21301966,0.031147791,0.254346538,0.63760649,-0.623445473,0.275243698,-0.361241319,0.515416922,0.281123015,0.093256173,-0.176458791,0.434761269,0.068365048,-0.300184342,0.422136183,0.027847544,-0.458121876,-0.321829322,-0.23993219,0.142523585,0.241052063,0.719621505,-0.071725756,-0.951009815,-0.329638751,-0.072248301,-0.040705118,0.158926608,-0.242955344
"GSK3A",0.007938909,-0.238203987,-1.037966619,0.574176713,-1.010980557,-0.849247146,-0.788158907,0.25172233,-0.328927969,-0.23652028,-1.989194566,-0.074304429,-0.317311355,0.760533696,-0.762346683,-1.081508849,-0.047987145,-0.57017411,-0.72774398,0.964283628,1.056818878,-0.210678448,-0.275067202,0.380158745,2.519681616,0.18241787,-0.985903272,-0.182163798,-0.700644403,0.40731918,1.010868565,0.678995153,0.078564703,-0.564756587,-0.08541078,-0.185682511
"GSN",-0.155386949,-0.179748084,0.064832649,0.256191944,-0.091276289,0.065852547,-0.187452388,0.206367219,0.189418669,0.004805348,-0.23676383,-0.117990361,0.29165284,0.455135656,0.127189966,0.07059405,0.216758871,0.138068843,0.079096362,0.010627636,0.217094719,0.803930874,-0.028591022,0.233960411,0.363406148,0.027248455,-0.1245994,0.276620731,0.158365596,0.15795137,0.175630957,-0.04457036,-0.220900402,0.05044959,-0.013680432,-0.098807357
"GSTA3",0.0616844,-0.354664881,0.505978701,-1.091533549,-0.236580864,0.038388829,0.216133431,-0.368766345,0.22032273,0.265681553,0.747209075,0.430555406,0.139742823,-0.677144425,0.281305508,0.758549243,0.142019005,-0.203410704,-0.342371184,0.355989931,-0.031853716,0.105370903,-0.206357857,-0.464745419,-1.056033082,-0.132729018,0.15497466,-0.007231569,0.109717169,-0.138519864,-1.242372837,-0.163113208,0.142503961,0.595068056,-0.431646417,-0.229238242
"GSTP1",0.013333555,-0.170558888,0.072590929,-0.497060652,-0.192409313,0.141999069,0.045152354,0.290741996,0.086703266,0.043502297,-0.300799353,-0.272225391,0.12849986,-0.126986782,0.04062321,-0.023921464,0.228462227,-0.548134205,0.044450773,0.283534528,0.667784722,0.483127903,0.186084031,0.012756312,1.295273722,0.092770558,0.506927662,0.099031697,0.085731026,0.461066182,-0.244069229,0.164992092,0.4764317,-0.133065156,0.026979401,0.121018291
"GZMA",-0.155456323,0.338575683,0.458752326,-1.069682455,0.61063324,0.617462637,0.798517707,0.197540682,0.233372636,0.845287851,0.638339845,-0.547314319,0.347125653,-0.520771666,0.709019499,0.672682634,-0.045202098,0.396815136,0.341522316,0.099752767,-0.048426953,1.189836354,0.155710971,-0.510062372,-0.112625787,0.032801919,0.375691948,0.33769104,0.104581082,0.389150313,-0.914379757,-0.244782055,0.233472654,0.466295594,-0.158875521,-0.252252103
"GZMB",0.099727943,0.141748366,0.476428133,-0.151237855,0.069296791,0.094623606,-0.025105066,-0.221975578,0.253173592,0.00625899,0.299331294,0.282182755,-0.063815098,-0.133266531,0.359784113,0.076151183,-0.057465581,-0.045488899,-0.45599735,-0.239605737,0.09927415,-0.061006096,0.094528681,0.174201467,-0.243255398,-0.138845376,0.015950356,0.000771288,0.337149865,-0.029366717,-0.308311147,-0.109603126,-0.174818081,0.318628448,-0.155354303,0.019143798
"GZMH",-0.417552698,0.108766996,0.045661551,0.199546837,0.029659974,-0.090813091,0.050923935,0.247469103,-0.073141579,0.10591696,0.081237201,-0.253012973,0.185074415,0.344667794,-0.154649507,0.175656795,0.052787414,0.398440116,-0.154020849,0.267012262,-0.089285051,0.367379468,-0.212117727,-0.307955152,-0.195574409,-0.246768595,-0.343798368,-0.016797415,-0.223949567,-0.045648397,-0.315293873,0.172727985,0.055559235,0.082108812,0.275634443,-0.328251093
"H2AFZ",-0.230133614,-0.35219757,-0.297571579,1.240569717,-0.18734611,0.389788429,0.320065351,0.236073936,-0.191823695,0.897037523,0.940591155,-0.685003624,0.025862063,-0.886872493,0.167716436,0.588158455,-0.417390615,0.56593065,-1.296879712,-0.225373898,-0.732470046,0.835955671,-0.155787176,-0.203553795,-0.839999936,-0.591153627,0.105684391,0.384019999,0.076878565,0.073198713,-1.260993862,0.063866515,-0.633600291,0.037826112,-0.234018026,-0.572203712
"HAMP",-2.055785902,0.803374433,0.747481768,-2.24969883,-0.909861275,0.694009121,-1.104476089,-0.845793657,0.907211984,0.702424561,-2.067463799,1.019421287,0.612248255,-0.387622163,0.286445273,0.466960514,0.321790564,-0.806696116,-0.629738051,-0.065491614,1.096673487,1.281333763,-0.107705027,-0.427291709,0.279776453,-1.501561212,0.537093326,0.747495665,-3.329726321,-0.156502662,-1.824985772,0.474434628,1.517674461,0.645255033,0.169380065,-0.272232957
"HAPLN1",-0.295242987,-0.133794372,0.245041556,-0.257003548,-0.468891163,0.339564128,0.125856638,-0.005985852,0.01835242,-0.405652624,-0.077527533,-1.524544902,-0.103413614,0.124807396,-0.305824454,-0.339141829,0.125204112,0.107831388,0.187384231,0.076169377,-0.045645414,0.413199281,-0.202203792,-0.108010783,0.401058833,-0.176891291,0.260651012,-0.124610141,-0.104967939,-0.175134736,-0.173173793,-0.08727713,-0.061311089,-0.533736639,0.391463284,-0.008008736
"HAT1",1.348525755,-0.02811264,-0.442948011,1.057546435,-0.066522224,-0.639839403,0.120528407,-0.560241282,-0.129629361,-0.987863693,-0.981169932,1.486158451,0.332944441,0.593035801,-0.536847647,-1.364603504,-0.107388193,0.374441608,-0.022458087,-0.757680411,0.324978605,-1.018745579,0.469703758,1.253476494,-0.212718469,0.603444905,0.620307597,-0.033931363,0.749560848,0.072791818,1.167235029,0.319167458,0.129665929,-0.466595152,0.133198451,0.927368984
"HAVCR2",0.251537436,-0.140094491,0.336443766,-0.358907738,-0.031308922,0.020641454,0.427425281,-0.07572978,0.011920379,0.355218476,0.545435167,-0.70075879,0.264104906,-0.629821706,0.439658219,0.382295017,0.078596236,0.102376793,0.467667752,-0.150638508,-0.15301714,0.479146807,-0.001613934,-0.188106335,0.125967494,-0.22412967,0.332519323,0.405140481,0.324516385,0.078310402,-0.860114724,0.01673735,-0.130836724,0.023907782,-0.238445579,-0.000643273
"HBA1",5.735959105,0.167965322,0.021991407,6.518275897,-1.040494347,-1.491019284,1.950141974,-3.469374967,0.733388246,-8.551657611,-0.483774332,7.702720379,1.831708461,-0.639380942,-0.623500343,-6.11927965,-1.15277777,1.380873766,2.653391266,-4.484958974,-0.416065257,-8.122344743,7.066039049,6.817381137,-0.982344838,2.11557748,8.260900318,0.253735569,6.614469076,0.205631456,4.287180239,-0.703994746,-0.050188537,4.741517373,0.083899496,3.078964382
"HBEGF",0.94912085,-0.017282215,-0.108003346,0.667217941,-0.080927717,-0.260770709,0.268252115,-0.290248935,-0.140830582,-0.687377214,-0.503110747,0.979476269,0.286983053,0.120176431,-0.293050702,-0.698953102,0.014484639,0.240084775,0.029216923,-0.458468468,0.005957455,-0.565078076,0.2102885,0.687799537,0.244795288,0.392993709,0.56976181,0.006107086,0.681728929,0.060466219,0.40998234,-0.058877556,0.181101199,-0.280727235,0.110856787,0.471837178
"HCK",-0.199466344,0.170108189,0.200619158,-0.571827099,0.138531241,0.572251449,0.196564278,-0.052497728,0.316889307,0.258162489,0.228655941,0.894232373,-0.073255685,-0.334068658,0.248593424,0.285637274,0.158109251,0.055051044,0.080610414,0.206507586,-0.236127117,0.244727346,-0.054024069,-0.295247055,-0.578544029,0.006636483,0.091682485,-0.01378182,-0.008625013,-0.120125323,-0.622589651,-0.364274386,-0.07184394,0.10448489,-0.169743038,-0.091132529
"HDAC8",-0.088019253,-0.062246011,-0.351378648,0.12135249,-0.248929305,-0.314773546,-0.233278313,0.279841213,-0.185733274,-0.274211295,-0.654136985,-0.241131447,0.062978149,0.195903168,-0.380492782,0.089200369,0.06779685,-0.057940667,-0.342671747,0.23386124,0.302548675,-0.064102374,-0.196427767,-0.17227787,0.64635686,0.02077883,-0.55230023,-0.040400177,-0.271463028,0.11565026,0.317284594,0.289477031,0.236401693,-0.165677408,-0.034914699,-0.199745859
"HDGFRP2",0.292373659,-0.106240465,-0.121476354,0.43525761,-0.15550231,-0.219734055,-0.038066937,0.047851518,-0.10670062,0.036939936,0.080970956,0.103415542,0.10179789,0.214896052,-0.221809504,-0.036223885,-0.043102002,0.226279236,-0.160332439,-0.149170391,-0.154754567,-0.156085694,-0.124560146,0.100533419,0.352052314,-0.075913964,-0.036520905,0.188905525,0.052170219,0.031234531,0.154077422,0.098123406,0.145930069,-0.278053076,0.035779255,-0.095182455
"HFE2",-0.317683431,-0.077538683,0.245610711,-0.686587399,-0.308241115,0.475709652,0.102256357,-0.020254175,0.141823414,0.276884097,0.119297789,-0.421059065,0.005119943,-0.486529726,0.151373533,-0.185231319,0.229298746,-0.167504138,0.122790611,0.105530447,-0.191214556,0.34746213,-0.029699977,-0.328151109,-0.320756608,-0.50925636,0.176145971,-0.194297097,0.03434125,-0.018045806,-0.893313749,-0.494000107,-0.58324466,-0.076212936,-0.112173549,-0.111334728
"HGF",0.592071171,0.066129388,0.196106181,0.09813839,-0.210655152,0.302660983,0.582590134,-0.364526996,-0.187936176,-0.321540279,-0.024048596,0.526972653,0.389049709,-0.667767357,0.022274974,-0.013950614,-0.345396799,0.024504238,0.46673504,-0.28515003,-0.23296574,-0.457760237,0.272479655,0.458734491,-0.456590878,-0.017157976,0.296154058,0.115216808,0.104161912,-0.077411373,0.267106671,-0.217248445,-0.178671044,-0.421277908,-0.207627542,0.370676301
"HGFAC",-0.04046443,-0.142181559,0.119956886,-0.366715566,-0.15105961,0.061082359,0.251236648,-0.331644852,0.176241145,-0.24124825,-0.144723224,-0.695814216,0.095381309,-0.412247729,0.004957797,0.368230041,-0.006246795,-0.012859083,-0.111580481,-0.10205667,-0.15568917,0.224891613,0.150120348,-0.101238089,-0.289339728,-0.261201432,0.071851085,0.207239422,0.108882062,0.181412756,0.037690557,-0.129779556,-0.282258663,0.14979024,0.09328926,-0.137533878
"HIBADH",-0.138359553,0.13871704,0.158472589,-0.595074602,0.250277048,0.431763064,0.287085447,0.185913807,0.036512078,0.189471976,0.288641951,-0.549061549,0.065453061,-0.352950073,0.143167328,0.164028259,0.32241541,0.331012949,0.121832654,0.002601795,-0.392690968,0.595973201,0.186784326,0.029848928,-0.83269777,-0.1750676,0.319267659,-0.022744611,0.097423603,-0.052800295,-1.043545099,-0.240440333,0,0.165847267,0.12223436,-0.105826027
"HINT1",0.908241486,-0.000328969,0.047955262,0.659460845,-0.120799782,-0.387534264,0.294904921,-0.319232635,0.042288917,-0.412297169,-0.375269206,0.694936429,0.154434849,-0.120085276,-0.311173731,-0.56060215,0.013508185,0.029270532,0.078586057,-0.233732878,0.129802373,-0.583500803,0.111579437,0.405731523,-0.015064422,-0.30330337,0.099606004,0.505720503,0.362497048,0.03916127,0.618893538,0.294378096,0.145888316,-0.175585197,0.047934477,0.38069721
"HIPK3",0.168800444,0.150459151,0.075605657,-0.588687418,0.081007154,0.116112646,0.426995964,0.072936356,-0.041802781,-0.012470949,0.283199845,0.932813822,0.050156675,0.02723753,0.080338532,0.07272855,0.157855359,0.155534557,0.046062219,0.170562657,-0.070339145,0.461320891,-0.056207631,-0.11281983,-0.166584178,-0.399662395,-0.180010917,-0.066115624,-0.12715657,0.030537711,-0.705144222,-0.121528223,0.379921381,0.153457147,0.010911846,-0.025119866
"HIST1H1C",-0.249923207,0.058205783,-1.724906308,3.054291509,0.008422062,-0.063149913,0.262082446,0.762826384,0.140532806,0.331085113,0.528920261,-0.132177556,0.182759805,-0.104670462,-0.266233794,0.578772565,0.216012738,-0.061970075,-3.498949975,0.583790531,0.091901755,0.330278366,0.103134915,-0.695336973,-0.17840003,-0.396153787,0.148170449,0.177011893,0.058893689,0.303771152,-0.90063664,0.223194141,0.230242317,-0.020551559,0.005007624,-0.131626957
"HMGB1",-0.321050757,-0.139215666,-1.107738039,2.470470966,-0.699026358,-0.630960168,-0.430662947,0.604309128,-0.447530454,-0.17093689,0.021563644,-0.278629389,-0.158680425,0.355306503,-0.538945391,0.140032152,-0.033462658,0.145320405,-3.209087196,0.797944861,0.399090047,-0.119138248,-0.336530485,-0.378939857,1.215090027,-0.045090677,-1.040303079,-0.173625496,-0.673585933,0.003999689,0.512645708,0.398054032,0.059684877,-0.021285613,-0.123203423,-0.156552796
"HMGCR",-0.328175792,0.096814462,0.159587221,-0.216767344,-0.013659704,0.444200679,0.247021127,0.159419144,0.117588552,0.233166893,0.454160806,-0.544825019,0.040914434,-0.454543014,0.291929126,0.277447064,0.12991873,0.189930998,-0.01626098,0.049940255,-0.255120677,0.310511523,0.073110087,-0.320910218,-0.658523778,-0.385562933,0.522886912,0.004829687,-0.035367723,-0.155344837,-0.620492406,-0.376468175,0.005886843,0.207367732,-0.103617774,-0.138691247
"HMOX2",0.429086689,-0.087212777,-0.249261983,0.929792978,-0.126948609,-0.423019884,-0.042185134,0.08981864,-0.194563712,-0.226272075,-0.345655552,0.307535399,0.118869759,0.770407124,-0.471768155,-0.282749251,0.058531352,0.132442033,-0.083205473,0.059300686,0.15879672,-0.23360053,-0.171302276,0.179709795,0.577249208,0.218190176,0.094902227,-0.032768312,0.104455011,0.076493934,0.544840398,0.342716443,0.495252257,-0.253241313,0.35460104,0.104726089
"HNRNPA2B1",1.657031832,-0.08745176,-1.144949753,2.59581735,-0.62864588,-1.195700516,-0.327594226,-0.834884433,-0.303545087,-0.94545718,-0.64693633,2.433727354,0.22275269,0.594844688,-0.550411014,-1.224503168,-0.262164155,0.045681452,-1.393961631,-0.975071133,0.443958987,-1.734898596,0.354245165,1.359872739,0.91779406,0.366593031,0.221119828,-0.228710827,0.936812223,0.138803474,1.451354191,0.492120886,0.306164724,-0.838522371,-0.027930875,0.475158763
"HNRNPAB",1.608881245,-0.009491449,-1.100035758,2.137888947,-0.765809165,-1.454872861,-0.423952224,-0.784976542,-0.288286813,-1.153464421,-1.151042702,2.451427742,0.187953733,0.811952406,-0.75985445,-1.37557422,-0.157539374,0.062834531,-0.974421966,-1.23629123,0.700546549,-1.890616919,0.278550448,1.42902413,1.408731252,0.411999982,0.166548614,-0.374430715,0.908607309,0.082599624,1.677857588,0.569622862,0.341462961,-0.804603351,0.02207917,1.008701341
"HNRNPK",-0.41219475,0.132241104,0.25290472,-0.881082272,0.248293963,0.462537923,0.195538721,0.117052089,0.049277732,0.408022323,0.391552189,-0.114245573,-0.025955121,-0.437686238,0.292649317,0.526797262,0.124614012,0.000297065,0.191237342,0.105223334,-0.267158223,0.519243604,0.028569152,-0.348794354,-0.728683146,-0.248381344,-0.026436278,0.01615248,-0.040949628,-0.100831572,-1.310907717,-0.368867318,-0.135544671,0.274667962,-0.206882757,-0.148288034
"HP",-7.454186177,0.259403613,0.408207175,-6.413340284,-0.113175506,0.463940075,-0.331989916,4.243384029,-0.546901367,5.721896635,0.662201568,-7.049628986,-0.013014189,-0.247308568,-0.040164038,7.086362278,0.502459852,-0.12129686,-0.951375292,1.701680626,-0.090415083,7.188645373,-7.056014278,-6.365675725,0.062688256,-1.36316632,-5.308117436,-0.074913484,-7.762810592,0.084889483,-2.308242876,0.211114996,0.004308496,-5.021204271,0.05842762,-1.2621818
"HPGD",0.381960275,-0.132840836,-0.430818592,0.954626809,-0.258885534,-0.766142325,-0.234405784,-0.000178283,-0.013995271,-0.132877543,-0.494701633,0.38294723,-0.163773122,0.415494374,-0.269979851,-0.324377356,-0.000763479,-0.248258837,-0.341410817,0.079381076,0.21599712,-0.495778127,-0.01329414,0.263779602,0.533104482,0.132031581,-0.41524825,-0.042033031,0.103518723,0.030900443,0.621030277,0.306347815,0.204259076,-0.311114897,-0.009566163,-0.065491001
"HPX",-0.309337716,0.657375355,0.077564699,0.260406361,0.72203229,0.331402453,0.445689772,0.54680816,0.086752885,0.566687442,-0.231847655,1.6192171,0.564882985,0.308622513,0.371257493,0.53295717,0.321741003,0.528887367,0.05417487,-0.041327099,0.364376689,1.185851461,0.3080759,0.183787107,0.119939393,-0.019659953,0.403927222,0.2472177,0.345813243,0.407758374,-0.31312264,0.482741567,0.644847392,0.646776942,0.282355865,0.151627404
"HRG",0.008509467,0.04046852,0.174232572,-0.25572563,-0.155341552,0.00930268,0.264926619,0.093430587,0.031854337,0.150214339,-0.000163113,0.206879124,0.064261493,-0.412763546,0.091742149,0.032434718,-0.053886814,-0.087222172,0.129915966,-0.01306915,-0.241705655,-0.097117167,-0.137390396,-0.175925428,-0.162535393,-0.055597959,0.18881233,0.359611182,-0.375069103,-0.647484962,-0.331317638,-0.11074235,-0.436595938,-0.208875241,0.308506314,0.011549199
"HS6ST1",-0.521878671,0.258188626,0.339765772,-0.111110529,0.114281088,0.295830658,0.278073805,0.242782632,0.070895626,0.296531318,0.269801782,-0.541569905,0.032483608,-0.30362376,0.041587515,0.311461096,0.106218283,0.088105985,0.042560462,0.176804314,-0.110282055,0.097496528,-0.015199737,-0.31661227,-0.400172737,-0.193050576,-0.033216132,0.187760212,-0.092859609,-0.149273301,-0.473224028,-0.102066298,0.06706762,0.11059934,0.043811912,-0.281753603
"HSD17B1",0.450551383,-0.116572783,0.05658025,0.552145397,-0.101761437,0.127489735,0.252979314,-0.26205431,-0.059709452,-0.315909557,0.00930365,0.301929106,-0.004857,-0.33693069,0.005280268,-0.388677086,-0.193525291,0.490003579,0.048064412,-0.730558329,-0.338391774,-0.447379633,0.148516672,0.579183783,-0.17528314,0.158073498,0.4889717,-0.004581744,0.287261177,-0.266673361,-0.221664916,-0.12200717,-0.043288427,0.663667451,0.177040145,0.160193145
